Rank	Score	ADR	r_Drugname	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1577	0.002184667	Cerebralhaemorrhage	[PLAVIX] [ASPIRIN]	26	4.6595	PLAVIX	110	6.68287	ASPIRIN	35	1.17292	"100810752,101034612,102384882,102414862,102916632,104638254,104655372,105015102,105473593,105789531,105875721,106802521,106802611,106802691,106802771,106802861,106803691,106803771,106803901,106804011,106804021,106804171,106804341,106804351,106804401,106804461,106804501,106804531,106804581,106804811,106804831,106804931,106804971,106805071,106805141,106805161,106805271,106805771,106806101,106806611,106806991,106807402,86048943,90895332,91616062,97061293,97061323,97061583,97061593,98094943,98094953,98095023,98095083,98095103,98095133,98095243,98095333,98095513,98095533,98095643,98095743,98095793,98095823,98095923,98096083,98096153,98096263,98096542,98096693,98096803,98096863,98097063,98097093,98097163,98097193,98097263,98097303,98097343,98097663,98097803,98100122,98100332,98100432,98100512,98100552,98102022,98102092,98102482,98103342,98103402,98103912,98104742,98104972,98105262,98105582,98105742,98106192,98107663,98107693,98107863,98109432,98109962,98110323,98110442,98110722,98110842,98111282,98115462,98115492,98115522,98117102,98117232,98117312,98117382,98117442,98118052,98118872,98118912,98119112,98119132,98119342,98119502,98119522,98187833"
1578	0.002180265	Chest pain	[PLAVIX] [ASPIRIN]	14	2.50896	PLAVIX	31	1.88335	ASPIRIN	78	2.61394	"100561953,101029142,101041042,101062262,101119292,101121912,101142172,101171482,101188462,101228552,101424443,104307463,104586093,104745413,104942451,105091171,105252511,105254273,105443833,105712471,105760591,105825041,106024582,106065715,106358811,106488442,645955133"
1579	0.002177482	Nasalcongestion	[LETAIRIS] [TYVASO]	11	2.42291	LETAIRIS	94	2.77942	TYVASO	12	1.42349	104800354
1580	0.0021716	Fluidoverload	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	16	2.66667	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	94	2.82792	EXTRANEAL	16	1.97775	"103091353,103353978,103846285,104536923,104901282,105020222,105102262,105172082,105415792,105415992,105659411,105709822,105768812,105931452,105931922,105957142,106166381,106259191,106357442,106381773,106442461,106497982,106719221"
1581	0.002165326	Cerebro vascular accident	[PLAVIX] [AVANDIA]	70	14.1414	AVANDIA	986	20.1224	PLAVIX	121	7.35115	"101022342,101026752,101034612,101039972,101040492,101041042,101041242,101042742,101043532,101044602,101046212,101050672,101060352,101062262,101070162,101071822,101073522,101074532,101078402,101080152,101082452,101083522,101090812,101091802,101093262,101094132,101094242,101095602,101095922,101096252,101100212,101101522,101101812,101102252,101103492,101104262,101107062,101107132,101107302,101109382,101109782,101111662,101113142,101115452,101116462,101116572,101119142,101119272,101119382,101132152,101136332,101136902,101172162,101174632,101185972,101186062,101188462,101188782,101194632,101199622,101203672,101204082,101204802,101205312,101206212,101206632,101210042,101211862,101252942,101257602,103177342,103188292"
1582	0.002051356	Malaise	[METHOTREXATE] [HUMIRA]	12	3.25203	HUMIRA	105	3.35249	METHOTREXATE	43	2.69086	"102596404,103315503,103867054,104136383,104501942,104600105,104618382,104763972,105074732,105107961,105139902,105210052,105226284,105310741,105610082,105669022,105724391,105901662,106120791,106156702,106776671"
1583	0.002021551	Pulmonary arterial hypertension	[REVATIO] [LETAIRIS]	20	3.37268	LETAIRIS	72	2.12892	REVATIO	41	4.03147	"100650645,101525786,102556433,102637252,102708053,102906422,103041283,103592954,104345855,105008092,105147742,105230951,105231001,105397556,105497684,105501961,105643751,105966024,106127472,106419481,106569951,92248905"
1584	0.001989213	Anginapectoris	[AVANDAMET] [AVANDIA]	19	3.15091	AVANDAMET	20	3.1746	AVANDIA	132	2.69388	"101106472,101130102,101166412,101181972,101186062,101213042,103196322,103197372,103220982,105385662,105545552,105631722,105631732,105631772,105855512,105868141,106231841,106232581,106502281"
1585	0.001954536	Devicerelatedinfection	[LETAIRIS] [ADCIRCA]	12	1.59787	ADCIRCA	20	1.75747	LETAIRIS	28	0.827913	"104606212,104963652,105291403,105329493,105371713,105453732,105506822,105616972,105747683,105785496,106024022,106118232,106215612,106237231,94711083"
1586	0.001918373	Pulmonary oedema	[AVANDAMET] [AVANDIA]	15	2.48756	AVANDAMET	16	2.53968	AVANDIA	98	2	"101062582,101196142,104338313,105228862,105229772,105346992,105385572,105541412,105543742,105772662,106272411,83516693,83517023,83517283,83921162,94607672,94876533"
1587	0.001899595	"Myocardial infarction,Arteriosclerosiscoronaryartery"	[AVANDAMET] [AVANDIA]	11	1.82421	AVANDAMET	11	1.74603	AVANDIA	73	1.4898	"101060732,101168642,101279372,104030993,105218082,105228872,105385292,105385642,105543122,105631772,106465361,83517383"
1588	0.001845468	"Coronary artery disease,Anginapectoris"	[AVANDAMET] [AVANDIA]	11	1.82421	AVANDIA	63	1.28571	AVANDAMET	12	1.90476	"101186062,103197372,105385662,105545552,105631722,105631732,105631772,105868141,106231841,106232581,106502281"
1589	0.001779823	"Myocardial infarction,Pulmonary oedema"	[AVANDAMET] [AVANDIA]	11	1.82421	AVANDIA	64	1.30612	AVANDAMET	12	1.90476	"101062582,104338313,105229772,105385572,105541412,106272411,83516693,83517023,83517283,83921162,94607672"
1590	0.001712424	Fall	[REVATIO] [LETAIRIS]	14	2.36088	REVATIO	28	2.7532	LETAIRIS	50	1.47842	"104747974,104893741,105202121,105666231,106119254,106229132,106684332,87392283,87769626,913246010"
1591	0.001704529	Unevaluableevent	[LETAIRIS] [TYVASO]	14	3.0837	LETAIRIS	133	3.93258	TYVASO	14	1.66074	"104624733,104744364,105557783,105640381,105670753,106087341,106118921,106569951"
1592	0.001675677	"Ischaemiccardiomyopathy,Cardiac failure congestive"	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	10	1.5873	AVANDIA	67	1.36735	"103197612,105385572,105631722,105631732,105631772,105771091,105855931,105994901,82727252,83517383,87344282"
1593	0.001577322	Drugdoseomission	[SOLOSTAR] [LANTUSSOLOSTAR]	17	3.79464	LANTUSSOLOSTAR	17	3.62473	SOLOSTAR	17	3.64807	"103017072,103475185,104241244,104694262,104700162,104784693,105083431,105137431,105220471,105254674,105459531,105501791,105833941,105841751,106082931,106522241,106696883,106722082,106807641,98010122"
1594	0.001570775	"Headache,Nausea"	[LETAIRIS] [ADCIRCA]	10	1.33156	LETAIRIS	33	0.975754	ADCIRCA	15	1.3181	"103475985,103592723,104463075,105172071,105937476"
1595	0.001552755	Type2 diabetes mellitus	[LIPITOR] [LISINOPRIL]	19	23.75	LIPITOR	558	41.5488	LISINOPRIL	22	1.50273	"100075133,100654473,102806883,103015413,103731342,103763653,103789632,104196263,104196492,104242272,104904853,104977992,105056333,105255103,105316463,105770342,94910553,98429723,99835904,99836324"
1596	0.001529254	Cardiacarrest	[DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL]	18	3	DIANEALLOWCALCIUMPERITONEALDIALYSISSOLUTIONWITHDEXTROSE	76	2.2864	EXTRANEAL	27	3.33745	"101532214,104090394,104894964,104956682,105018642,105101651,105122881,105491362,105555022,105686962,105694182,105848661,106198772,106230932,106436761,106600431,106754312,106754352,96821106"
1598	0.001479299	Abdominalpain	[METHOTREXATE] [HUMIRA]	11	2.98103	METHOTREXATE	37	2.31539	HUMIRA	103	3.28863	"100186723,100451154,102747093,103550242,104670593,104830813,104846292,104894342,104965393,105011551,105051702,105421132,105558152,105610041,105644241,105663541,105909033,105923672,106076332,106156702,106436101,106814041,95300265,98744605,99863942"
1599	0.001440564	Nausea	[REVATIO] [LETAIRIS]	22	3.70995	LETAIRIS	92	2.72028	REVATIO	44	4.32645	"100684405,103899123,103920514,103993299,104163643,104875172,104882314,105092184,105203436,105221922,105557783,105689201,105966024,106127472,106653022,913246010"
1600	0.001420356	"Myocardial infarction,Cerebro vascular accident"	[ASPIRIN] [AVANDIA]	18	2.10035	AVANDIA	137	2.79592	ASPIRIN	20	0.670241	"101040492,101041072,101041242,101049722,101079752,101079862,101083522,101091872,101095232,101103592,101107132,101111662,101113882,101115452,101140372,101206192,101206632,101210042,101211862,101213142,101253142,105385292"
1605	0.001194279	"Myocardial infarction,Cardiac failure congestive"	[METOPROLOL] [AVANDIA]	12	5.60748	METOPROLOL	13	1.27451	AVANDIA	440	8.97959	"101070132,101071592,101079242,101079532,101092602,101093842,101097212,101102592,101114232,101121853,101140002,101206112,101213142,101222132,103198472,105217722,105385402,105394532,83543462,83945632,87344282"
1606	0.00118107	Myocardialischaemia	[ASPIRIN] [AVANDIA]	20	2.33372	ASPIRIN	22	0.737265	AVANDIA	161	3.28571	"101057372,101062042,101067242,101072462,101076842,101076982,101092522,101092602,101092932,101095762,101100562,101102492,101120002,101141982,101198212,101199822,101200752,101204102,101204992,103174022,103201052,105385282,105394492,105394552,105394562,105394632"
1607	0.001168453	Platelet count decreased	[COPEGUS] [PEGASYS]	14	7.82123	COPEGUS	14	7.1066	PEGASYS	41	8.28283	"101592605,101847433,102438593,102469455,102922013,103381365,103418056,104310493,104434212,104519572,104852592,105153482,105167451,105206982,105218501,105406213,105427051,105472971,105473721,105503421,106758292"
1608	0.001160234	"Coronary artery disease,Atrialfibrillation"	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	10	1.5873	AVANDIA	73	1.4898	"103163112,103719192,105346992,105385092,105868141,105994361,105994901,106172301,106232531,106272411,106444532"
1609	0.001147811	Visualimpairment	[SOLOSTAR] [LANTUSSOLOSTAR]	24	5.35714	LANTUSSOLOSTAR	25	5.33049	SOLOSTAR	24	5.15021	"102020192,102324972,104241244,104265952,104670472,104944472,104973021,105015681,105068441,105253962,105254521,105437041,105556821,105733901,105735091,105815603,105976971,106016402,106075141,106138362,106160611,106161122,106458591,106688881,106722082,106753411"
1610	0.001121576	"Myocardial infarction,Cardiac failure congestive"	[AVANDAMET] [AVANDIA]	56	9.2869	AVANDIA	440	8.97959	AVANDAMET	59	9.36508	"101041242,101053712,101069942,101076442,101077802,101078902,101082932,101083132,101093372,101095282,101100512,101100952,101101702,101102032,101111682,101118252,101118372,101137572,101144652,101203202,101206362,101211792,103194902,103719192,104030993,104338313,105217882,105228872,105229772,105229852,105385292,105385502,105385522,105385572,105385642,105541412,105543152,105631722,105631732,105631772,105632582,105634182,105771091,105855931,105856062,105856131,105856281,105962082,105993601,105994092,105994361,105994901,106272411,106502281,82727252,83517023,83517383,83921162,87344282,91405882,94607672"
1611	0.001112356	Myalgia	[AMLODIPINE] [SIMVASTATIN]	12	8.05369	SIMVASTATIN	253	12.9478	AMLODIPINE	34	2.46377	"104597422,104873962,105044172,105068893,105205552,105234302,105283802,105329201,105381912,105949081,106610341,106611621,106635541,106676571,106703581,106742851,106746061,106763171,106772701,106779801"
1612	0.001081251	Hypertension	[AVANDAMET] [AVANDIA]	14	2.32172	AVANDAMET	14	2.22222	AVANDIA	108	2.20408	"101049722,101079092,101107812,101111682,101118372,101171482,101185772,101186062,101206012,103152832,103163112,103168312,103171362,103174762,103198222,105567052,105632402,99256323"
1613	0.001020615	Death	[SOLOSTAR] [LANTUSSOLOSTAR]	11	2.45536	LANTUSSOLOSTAR	11	2.34542	SOLOSTAR	11	2.36052	"105253611,105271771,105286982,105631951,105632441,105811603,106436591,106458791,106697761,106759911,106838711"
1615	0.000997	Cardiac failure congestive	[REVATIO] [LETAIRIS]	12	2.02361	REVATIO	25	2.45821	LETAIRIS	44	1.30101	"101903703,103433314,103993299,104485252,104716562,105284152,105500621,105616022,105688381,105944022,105964271,106157033,106419481,106533051"
1616	0.000963	Blindness	[SOLOSTAR] [LANTUSSOLOSTAR]	22	4.91071	LANTUSSOLOSTAR	23	4.90405	SOLOSTAR	22	4.72103	"100527526,103655182,104057612,104265952,104668185,104728062,104766182,105015681,105016391,105042701,105069751,105354391,105437041,105501692,105733571,105845671,105873141,105914411,105975833,106016402,106752421,106769781,98448632,992444511"
1617	0.000943	"Myocardial infarction,Arteriosclerosiscoronaryartery"	[ASPIRIN] [AVANDIA]	10	1.16686	ASPIRIN	11	0.368633	AVANDIA	73	1.4898	"101068402,101090412,101095412,101102972,101103972,101105692,101142112,101168642,101205022,101206092,105385292"
1618	0.000916	Oedemaperipheral	[LETAIRIS] [ADCIRCA]	24	3.19574	LETAIRIS	117	3.45949	ADCIRCA	31	2.72408	"102079308,103092722,103320622,104054154,104794032,104857504,104963652,105283051,105287641,105291223,105291332,105496912,92519617"
1619	0.000802	Arteriosclerosiscoronaryartery	[ASPIRIN] [AVANDIA]	14	1.63361	ASPIRIN	16	0.536193	AVANDIA	113	2.30612	"101044382,101064912,101068402,101090412,101095022,101095412,101102972,101103972,101105692,101142112,101168642,101205022,101206092,101211212,103158852,105144482,105385292"
1620	0.000781	"Myocardial infarction,Cardiac failure congestive"	[PLAVIX] [AVANDIA]	28	5.65657	PLAVIX	31	1.88335	AVANDIA	440	8.97959	"101040492,101041242,101055312,101056852,101069942,101071592,101077422,101079822,101082512,101092932,101093842,101093852,101097212,101100952,101102702,101103972,101107912,101111662,101111682,101120972,101143062,101185972,101200752,101202722,101205052,101206212,101212762,101255252,101256582,103178992,103198472,103238932,103249232,104856342,104980272,105565172"
1621	0.000777	Neutropenia	[REVLIMID] [DEXAMETHASONE]	16	2.92505	REVLIMID	31	1.85296	DEXAMETHASONE	60	3.76176	"101706185,104848642,105060352,105092083,105305952,105382302,105489431,105545401,105574683,105574752,105579131,105627992,105848211,105871722,105956171,106165502,106258532,106398251,106410261,106587661,106591952,106641702,106683102,106719502,106721492,106860542,106861501,106862041"
1622	0.000768	Paininextremity	[LETAIRIS] [ADCIRCA]	10	1.33156	ADCIRCA	15	1.3181	LETAIRIS	40	1.18273	"104381042,104963652,105148981,105175091,105643203"
1623	0.000581	"Pulmonary oedema,Cardiac failure congestive"	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	10	1.5873	AVANDIA	79	1.61224	"104338313,105228862,105229772,105346992,105385572,105541412,105772662,106272411,83517023,83921162,94607672,94876533"
1625	0.000473	Diarrhoea	[REMODULIN] [ADCIRCA]	11	5	ADCIRCA	44	3.86643	REMODULIN	57	6.01266	"102066143,104054303,104403894,104581757,104690572,104857454,105179033,105615242,106493176,106754121"
1626	0.000468	Fall	[METHOTREXATE] [HUMIRA]	12	3.25203	METHOTREXATE	36	2.25282	HUMIRA	129	4.11877	"104551422,104798042,104825743,104863872,105061432,105143411,105205792,105210052,105399861,105746071,105816062,105847452,105930721,105943452,106027462,106168811,106269621,106414222,106418322,106442121,106475951,106494601,106580511,106775942"
1627	0.000463	Acutecoronarysyndrome	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDIA	72	1.46939	AVANDAMET	11	1.74603	"101104202,101111682,101119502,101136262,101188902,101196142,101205892,105739761,105994831,106232531,86807132"
1628	0.000426	Plasmacellmyeloma	[VELCADE] [DEXAMETHASONE]	10	5.18135	VELCADE	17	4.49735	DEXAMETHASONE	92	5.76802	"104078913,104760912,104813183,104848642,104877992,105026551,105170482,105242732,105246172,105383952,105495681,105692371,106235052,106590402,106593261,978013410,98812577"
1630	0.000381	Cerebro vascular accident	[LIPITOR] [AVANDIA]	10	11.9048	AVANDIA	986	20.1224	LIPITOR	46	3.42517	"101034612,101045202,101050542,101060642,101072962,101081992,101082452,101107132,101118682,101206192,101212352,80233522,86807132"
1632	0.000272	Vasculargraft	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDAMET	10	1.5873	AVANDIA	82	1.67347	"101068162,101075562,101080932,101093492,101125292,101132662,101171352,101205732,101229812,83517023"
1633	0.000249	Rash	[COPEGUS] [PEGASYS]	15	8.37989	PEGASYS	45	9.09091	COPEGUS	15	7.61421	"101847433,102799112,103820633,104330183,104330833,104358294,104887731,105117373,105153482,105172381,105174801,105257212,105705971,105841892,106150772,106180032,106189381,106334831,106394422,106476672,106764851,697838510,92756795,96650253,97260046,99965922"
1634	0.000219	"Dyspnoea,Fatigue"	[LETAIRIS] [ADCIRCA]	11	1.46471	LETAIRIS	50	1.47842	ADCIRCA	16	1.40598	"102079308,102373194,103583319,103859873,105916612,92519617"
1635	0.000132	Pneumonia	[SOLOSTAR] [LANTUSSOLOSTAR]	13	2.90179	LANTUSSOLOSTAR	13	2.77185	SOLOSTAR	14	3.00429	"105254303,105254674,105255171,105354101,105733901,105734561,105815662,106011642,106065172,106082861,106169631,106456891,106580491,106808681,98178292"
1637	9.27E-05	Fatigue	[REMODULIN] [LETAIRIS]	12	3.20856	LETAIRIS	120	3.5482	REMODULIN	27	2.8481	"103981286,104719493,105230951,105558064,106272651,106791842"
1638	7.35E-05	Diarrhoea	[REVATIO] [LETAIRIS]	18	3.03541	REVATIO	36	3.53982	LETAIRIS	85	2.51331	"100684405,103899123,103920514,103993299,104163643,104825312,104882314,105033291,105146752,105557831,105770442,87392283,87769626,92248905"
1639	7.28E-05	"Pleuraleffusion,Cardiac failure congestive"	[AVANDAMET] [AVANDIA]	10	1.65837	AVANDIA	84	1.71429	AVANDAMET	10	1.5873	"104338313,105229852,105385572,105541232,105541412,105632582,105771091,105856062,106231901,83921162"
1640	2.09E-05	Anaemia	[COPEGUS] [PEGASYS]	31	17.3184	PEGASYS	86	17.3737	COPEGUS	34	17.2589	"101868822,103017323,103555993,103820633,104103015,104330843,104720632,104802813,104807462,104822972,104875092,104887731,104945296,105095831,105169401,105170271,105170531,105172381,105216991,105257212,105531323,105931481,106111292,106120731,106189381,106190471,106254421,106334831,106477142,106666522,106699231,106764841,106785781,106785791,106798801,697838510,935738314,96689452,97483778,98579814,98728252"
1641	1.15E-06	Myocardialischaemia	[AVANDAMET] [AVANDIA]	19	3.15091	AVANDAMET	19	3.01587	AVANDIA	161	3.28571	"101057372,101057782,101076842,101082782,101103142,101108482,101108612,101202832,101203292,103174022,104030993,104338313,105385642,105634192,106231901,106232581,106502262,86807132,86807232,94006795"
1643	-1.83E-05	Pulmonary arterial hypertension	[REMODULIN] [LETAIRIS]	16	4.27807	REMODULIN	61	6.4346	LETAIRIS	72	2.12892	"102556433,102581732,103041283,103592723,103744892,104018028,104172343,104345855,104403883,105008092,105033341,105033351,105230951,105291403,105370595,105397556,105562392,105866822,105966024"
