Rank	Score	No_of_Drugs	ADR	intr_drugs	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1690	-0.00196774	2	[Dyspnoea]	[LETAIRIS] [VELETRI]	14	13.5922	LETAIRIS	465	13.7493	VELETRI	39	13.8298	"102,529,075,104,628,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1692	-0.002026467	2	[Malaise]	[LETAIRIS] [ADCIRCA]	31	4.12783	LETAIRIS	174	5.14488	ADCIRCA	41	3.60281	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1693	-0.002070063	2	[Dyspnoea]	[LETAIRIS] [ORENITRAM]	17	13.9344	ORENITRAM	24	14.5455	LETAIRIS	465	13.7493	"104,118,454,105,055,000,000,000,000,000,000,000"
1694	-0.002096364	2	[Pyrexia]	[REVLIMID] [DEXAMETHASONE]	10	1.82815	REVLIMID	25	1.49432	DEXAMETHASONE	44	2.75862	"104970481,104970761,104970831,104971031,104971361,104972311,104990542,105073511,105074832,105100681,105108042,105120161,105139341,105145781,105157521,105161561,105173101,105184071,105184421,105188611,105194161,105197141,105197401,105198731,105200941,105214671,105216731,105274701,105275811,105279881,105281491,105313021,105337881,105340511,105340921,105351401,105378321,105382302,105388401,105414241,105421331,105433191,105434222,105450051,105451271,105452841,105453961,105459401,105459461,105459491,105497831,105497841,105497851,105552251,105552261,105552341,105552431,105552891,105656131,105691831,105701301,105721581,105755501,105817651,105820932,105841341,105849601,105849611,105853811,105853831,105871722,105903921,105904811,105932171,105932201,105934171,105937401,105953431,105956171,105957941,105995451,105996221,105996241,105998511,106013082,106030581,106081681,106089381,106100061,106134531,106135211,106141361,106142031,106142041,106142181,106142221,106142621,106142741,106142841,106142851,106142861,106167742,106178131,106194141,106195101,106195131,106196881,106196891,106197251,106203741,106234241,106267031,106267181,106269601,106270181,106336492,106337052,106347562,106349891,106349931,106370151,106370171,106370271,106374031,106375931,106376441,106377521,106380651,106411091,106411101,106439631,106442941,106458552,106461291,106464301,106469561,106473041,106495631,106498451,106512541,106512691,106514072,106518731,106529941,106539791,106540101,106557061,106587661,106592471,106593011,106602791,106618421,106630371,106677731,106683102,106688511,106711501,106753552,106818681,106818811,106828941,106829501,106848201,106850481"
1695	-0.002124915	2	[Oedemaperipheral]	[REVATIO] [LETAIRIS]	14	2.36088	LETAIRIS	117	3.45949	REVATIO	19	1.86824	"101051484,102108512,102253432,102423964,102511832,102635402,102637252,102637382,102747592,102840223,103023072,103023102,103041333,103065392,103462322,103510334,103767903,104141592,104485252,104685913,104893741,104911381,104963972,104986461,105027681,105059701,105092371,105093311,105118893,105146752,105148911,105148931,105202121,105223841,105223861,105224043,105227262,105231001,105291411,105308241,105370601,105387721,105422511,105454212,105459681,105500621,105501961,105556612,105557531,105557771,105557972,105558121,105616532,105640351,105643381,105643661,105643751,105644182,105666231,105668451,105671631,105688381,105691241,105769671,105771671,105891413,105913211,105913231,105914311,105914991,105915492,105935672,105942341,105943461,105943651,105943761,105944022,105962801,105964022,105964271,105964391,106030861,106032351,106087591,106088581,106088651,106090011,106090811,106112511,106115502,106118281,106230861,106262721,106391811,106392061,106419481,106419512,106498832,106527841,106533051,106533081,106539701,106565291,106637451,106641511,106644371,106732881,106736611,106755981,106778401,106839391,106839681,106858291"
1696	-0.002222651	2	[Drugdoseomission]	[REMODULIN] [LETAIRIS]	11	2.94118	REMODULIN	66	6.96203	LETAIRIS	30	0.887049	"102395572,102480842,102512492,103583183,103770812,103981286,104323145,104857481,105033341,105060942,105098971,105115142,105152052,105178871,105233721,105475801,105475892,105500682,105532591,105553161,105580193,105615412,105705902,105719641,105755762,105776872,105843846,105866822,105909151,105963481,106029071,106234443,106237321,106272651,106422001,106445181,106550212,106566511,106574342,106629921,106638653,106656063,106696641,106862151"
1697	-0.002247547	2	[Malaise]	[ADCIRCA] [TYVASO]	10	3.80228	ADCIRCA	41	3.60281	TYVASO	38	4.50771	"102133354,102519472,102836442,102844022,103144832,103400383,104403776,104403783,104831202,104882142,104882272,104967651,105033361,105033402,105098911,105235693,105294811,105329551,105374462,105427202,105506832,105562381,105642572,105738721,105814851,105883203,105893082,105953452,105990002,106336391,106387512,106401311,106528611,106639712,106818942"
1699	-0.002360264	2	[Gastrointestinalhaemorrhage] [Multipleinjuries]	[PLAVIX] [ASPIRIN]	10	1.79211	PLAVIX	194	11.7861	ASPIRIN	10	0.335121	"100799992,100800552,100809182,100810752,101690842,101690892,101691022,101691972,101715922,101731642,102384882,102414862,102916632,102984592,102984922,102991132,102994342,103929543,104572842,104860272,104867232,105079451,105251301,105277561,105304461,105661161,105875721,105927801,105933891,106105692,106221901,106336241,106556971,106802491,106802501,106802521,106802531,106802541,106802551,106802561,106802571,106802611,106802621,106802631,106802641,106802651,106802671,106802691,106802701,106802711,106802741,106802751,106802771,106802781,106802791,106802801,106802811,106802821,106802831,106802841,106802861,106802881,106802891,106802901,106802921,106802941,106803541,106803621,106803661,106803671,106803681,106803691,106803701,106803711,106803721,106803731,106803741,106803751,106803761,106803771,106803781,106803791,106803801,106803811,106803821,106803831,106803851,106803861,106803871,106803881,106803891,106803901,106803911,106803921,106803931,106803941,106803951,106803961,106803971,106803981,106803991,106804011,106804041,106804051,106804061,106804071,106804081,106804101,106804111,106804121,106804131,106804171,106804311,106804321,106804331,106804341,106804351,106804361,106804371,106804381,106804391,106804401,106804411,106804421,106804431,106804441,106804451,106804461,106804471,106804481,106804491,106804501,106804511,106804521,106804531,106804541,106804551,106804561,106804581,106804601,106804611,106804631,106804641,106804651,106804661,106804671,106804681,106804691,106804701,106804741,106804751,106804761,106804771,106804781,106804791,106804811,106804911,106804921,106804931,106804941,106804951,106804961,106804971,106804981,106804991,106805001,106805011,106805021,106805031,106805041,106805051,106805061,106805071,106805081,106805091,106805101,106805121,106805141,106805151,106805161,106805171,106805181,106805191,106805211,106805241,106805251,106805261,106805271,106805591,106805761,106805771,106805791,106805891,106805931,106806611,106806901,106807422,106807432,106807442,106807452,106807462,106807522,81725853,83434523,84474873,85400003,90567712,90567892,90888102,90890162,90895332,90933222,91616062,91667302,97061283,97061293,97061313,97061323,97061353,97061373,97061403,97061423,97061443,97061453,97061463,97061473,97061493,97061503,97061523,97061563,97061573,97061583,97061593,97061603,98094633,98094673,98094683,98094693,98094733,98094743,98094753,98094763,98094783,98094793,98094803,98094813,98094843,98094883,98094913,98094923,98094943,98094953,98094973,98094983,98095013,98095023,98095073,98095083,98095103,98095113,98095133,98095173,98095203,98095263,98095283,98095313,98095323,98095333,98095343,98095393,98095423,98095433,98095453,98095463,98095473,98095483,98095513,98095533,98095543,98095593,98095603,98095613,98095633,98095643,98095683,98095693,98095713,98095743,98095773,98095793,98095813,98095823,98095833,98095863,98095873,98095893,98095903,98095923,98095933,98095953,98095962,98095973,98096002,98096013,98096023,98096033,98096053,98096083,98096093,98096113,98096153,98096183,98096233,98096263,98096273,98096313,98096343,98096353,98096373,98096403,98096453,98096463,98096473,98096493,98096523,98096533,98096542,98096563,98096593,98096613,98096622,98096633,98096673,98096693,98096733,98096743,98096753,98096773,98096783,98096803,98096813,98096853,98096923,98096943,98096953,98097003,98097013,98097063,98097093,98097123,98097143,98097163,98097183,98097193,98097213,98097263,98097303,98097343,98097353,98097383,98097413,98097443,98097463,98097473,98097533,98097623,98097633,98097643,98097653,98097673,98097683,98097753,98097803,98097813,98097823,98097883,98099532,98099562,98099592,98099622,98099652,98099682,98099712,98099832,98100012,98100122,98100182,98100212,98100332,98100372,98100472,98100512,98100552,98100592,98100622,98100662,98101902,98101932,98101962,98102022,98102052,98102092,98102132,98102172,98102212,98102252,98102332,98102442,98102452,98102482,98102492,98102532,98103322,98103342,98103382,98103392,98103402,98103412,98103422,98103432,98103502,98103582,98103912,98103972,98104742,98104892,98104952,98104972,98105122,98105152,98105222,98105262,98105342,98105422,98105542,98105742,98105792,98105832,98105912,98106112,98106192,98106413,98106453,98106603,98106713,98106752,98106803,98107003,98107033,98107663,98107733,98107773,98107833,98107863,98108043,98108083,98108243,98108283,98109513,98109553,98109633,98109793,98110022,98110082,98110112,98110142,98110202,98110233,98110263,98110323,98110353,98110383,98110672,98110692,98110702,98110722,98110772,98110782,98110802,98110812,98110822,98110832,98110842,98110852,98110952,98110992,98111022,98111062,98111152,98111192,98111222,98111282,98111512,98111542,98111602,98111672,98111842,98111882,98111952,98112012,98112082,98112272,98112412,98112622,98113452,98115212,98115352,98115402,98115462,98115492,98115522,98115902,98115932,98115962,98116132,98116792,98116822,98116882,98116932,98116942,98116972,98116982,98117032,98117072,98117092,98117102,98117172,98117182,98117232,98117262,98117292,98117312,98117332,98117362,98117382,98117442,98117502,98117562,98117592,98118032,98118042,98118052,98118062,98118072,98118082,98118102,98118182,98118192,98118242,98118262,98118282,98118292,98118872,98118892,98118912,98118932,98118952,98118972,98118992,98119092,98119132,98119162,98119342,98119362,98119442,98119502,98119522,98187833"
1701	-0.002764294	2	[Fatigue]	[LETAIRIS] [ADCIRCA]	23	3.06258	LETAIRIS	120	3.5482	ADCIRCA	36	3.16344	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1702	-0.002767439	2	[Neutropenia]	[COPEGUS] [PEGASYS]	10	5.58659	COPEGUS	12	6.09137	PEGASYS	28	5.65657	"100,942,542,102,267,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1703	-0.003087591	2	[Death]	[ADCIRCA] [TYVASO]	24	9.12548	ADCIRCA	82	7.20562	TYVASO	100	11.8624	"102133354,102519472,102836442,102844022,103144832,103400383,104403776,104403783,104831202,104882142,104882272,104967651,105033361,105033402,105098911,105235693,105294811,105329551,105374462,105427202,105506832,105562381,105642572,105738721,105814851,105883203,105893082,105953452,105990002,106336391,106387512,106401311,106528611,106639712,106818942"
